ISO 639-3	Language	Dialect	Genetics	Source	#Speakers	Method	Quantity	Harmony?	#Vowels	Structure	#Peripheral	#Non-peripheral	V1OS	V1PS	V1F1	V1F2	V1F3	V1F4	V2OS	V2PS	V2F1	V2F2	V2F3	V2F4	V3OS	V3PS	V3F1	V3F2	V3F3	V3F4	V4OS	V4PS	V4F1	V4F2	V4F3	V4F4	V5OS	V5PS	V5F1	V5F2	V5F3	V5F4	V6OS	V6PS	V6F1	V6F2	V6F3	V6F4	V7OS	V7PS	V7F1	V7F2	V7F3	V7F4	V8OS	V8PS	V8F1	V8F2	V8F3	V8F4	V9OS	V9PS	V9F1	V9F2	V9F3	V9F4	V10OS	V10PS	V10F1	V10F2	V10F3	V10F4	V11OS	V11PS	V11F1	V11F2	V11F3	V11F4	V12OS	V12PS	V12F1	V12F2	V12F3	V12F4	V13OS	V13PS	V13F1	V13F2	V13F3	V13F4	V14OS	V14PS	V14F1	V14F2	V14F3	V14F4		F1Centroid	F1CentroidPosition	F1UCA	F2Centroid	F2CentroidPosition	F2UCA
eus	Basque		Isolate	Salaburu Etxeberria, P. (1984). Hizkuntz teoria eta Baztango euskalkia: fonetika eta fonologia. Sevicio editorial, Universidad del pais vasco.	5	Wordlist	Uniform	No	5	5S0	5	0	i		381	2449			e		596	2044			a		790	1546			o		587	1164			u		438	1062																																																										558.4	0.433740831295843	540.919	1653	0.426099495313627	1604.317
eus	Basque	Bilbao	Isolate	Iribar, A. Turrez, I. (2001). Algunos factores de variacion vocalica. Letras de Deusto 31:229-241.	2	Wordlist	Uniform	No	5	5S0	5	0	i		325	2312			e		458	1881			a		726	1297			o		454	900			u		380	833																																																										468.6	0.358104738154613	481.791	1444.6	0.413522650439486	1411.289
eus	Basque	Bilbao	Isolate	Iribar, A. Turrez, I. (2001). Algunos factores de variacion vocalica. Letras de Deusto 31:229-241.	2	Running speech	Uniform	No	5	5S0	5	0	i		389	2109			e		493	1754			a		679	1411			o		481	1043			u		410	972																																																										490.4	0.349655172413793	502.39	1457.8	0.42726473175022	1416.567
eus	Basque	Viscaino	Isolate	Urrutia, H., Etxeberria, M., Turrez, I., Iribar, A. (1995). Las vocales en euskera. Universidad de Deusto, Bilbao	11	Meaningful sentence	Uniform	No	5	5S0	5	0	i		355	2171	2799		e		492	1791	2605		a		671	1427	2499		o		516	1096	2291		u		374	1066	2381																																																									481.6	0.400632911392405	478.556	1510.2	0.401990950226244	1498.055
eus	Basque	Guipuzcoano	Isolate	Urrutia, H., Etxeberria, M., Turrez, I., Iribar, A. (1995). Las vocales en euskera. Universidad de Deusto, Bilbao	9	Meaningful sentence	Uniform	No	5	5S0	5	0	i		360	2184	2734		e		505	1780	2569		a		707	1439	2518		o		501	1013	2137		u		384	990	2174																																																									491.4	0.378674351585014	495.677	1481.2	0.411390284757119	1456.854
eus	Basque	Alto Navarro Septentrional	Isolate	Urrutia, H., Etxeberria, M., Turrez, I., Iribar, A. (1995). Las vocales en euskera. Universidad de Deusto, Bilbao	4	Meaningful sentence	Uniform	No	5	5S0	5	0	i		361	2044	2685		e		493	1744	2682		a		647	1358	2594		o		509	1050	2354		u		387	1045	2438																																																									479.4	0.413986013986014	472.826	1448.2	0.403603603603604	1435.609
eus	Basque	Bajo Navarro Occidental	Isolate	Urrutia, H., Etxeberria, M., Turrez, I., Iribar, A. (1995). Las vocales en euskera. Universidad de Deusto, Bilbao	2	Meaningful sentence	Uniform	No	5	5S0	5	0	i		380	2149	2788		e		518	1781	2475		a		725	1413	2356		o		548	1072	2160		u		408	964	2280																																																									515.8	0.393623188405797	514.895	1475.8	0.431898734177215	1427.335
eus	Basque	Bajo Navarro Oriental	Isolate	Urrutia, H., Etxeberria, M., Turrez, I., Iribar, A. (1995). Las vocales en euskera. Universidad de Deusto, Bilbao	3	Meaningful sentence	Uniform	No	5	5S0	5	0	i		348	2277	2921		e		503	1879	2676		a		730	1469	2253		o		521	1058	2281		u		383	1036	2435																																																									497	0.390052356020942	497.362	1543.8	0.409186140209508	1521.231
eus	Basque	Labortano	Isolate	Urrutia, H., Etxeberria, M., Turrez, I., Iribar, A. (1995). Las vocales en euskera. Universidad de Deusto, Bilbao	2	Meaningful sentence	Uniform	No	5	5S0	5	0	i		334	2367	2959		e		497	1905	2552		a		773	1523	2488		o		515	1074	2201		u		353	1008	2421																																																									494.4	0.365375854214123	505.649	1575.4	0.417512877115526	1539.369
eus	Basque	Suletino	Isolate	Urrutia, H., Etxeberria, M., Turrez, I., Iribar, A. (1995). Las vocales en euskera. Universidad de Deusto, Bilbao	2	Meaningful sentence	Uniform	No	6	5S1	5	1	i		353	2411	3179		e		508	2002	2745		a		821	1448	2508		o		505	1024	2288		u		390	949	2403		y		379	1812	2442																																																			492.666666666667	0.298433048433048	535.988	1607.66666666667	0.450524395804834	1520.642
evn	Solon	Yaohe	Altaic>Tungusic>Northern>Evenki	Svantesson, J.O. (1985). Vowel harmony shift in Mongolian. Lingua 67:283-327.	1	Wordlist	Long	Yes	10	8L2	8	2	i	i	345	2372	3255		e	e̝	398	2323	3090		ɪ	e	493	2133	2913		æ	ɛ̝	520	2085	2883		a	ɐ	673	1448	2575		ɔ	ɔ	615	1110	2372		ʊ	o	500	873	2442		u	u	365	775	2440		ə	ɤ	508	1138	2478		ɵ	ɵ	502	945	2385																											491.9	0.447865853658537	473.248	1520.2	0.466624921728241	1399.427
fin	Finnish	Standard	Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic	Wiik, K. (1965). Finnish and English vowels. Turun yliopiston julkaisuya B:94. Turun yliopisto.	5	Wordlist	Long	No	8	6L2	6	2	i		275	2495	3200		e		450	2240	2810		æ		690	1840	2650		ɑ		720	1240	2455		o		515	905	2430		u		340	605	2615		y		300	1995	2430		ø		455	1805	2465																																							484.6875	0.471207865168539	448.995	1631.875	0.543320105820106	1343.99
fin	Finnish	Standard	Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic	Wiik, K. (1965). Finnish and English vowels. Turun yliopiston julkaisuya B:94. Turun yliopisto.	5	Wordlist	Short	No	8	6L2	6	2	i		340	2355	2935		ɛ		500	2070	2685		æ		675	1825	2650		ɑ		710	1345	2505		ɔ		535	985	2425		ʊ		400	780	2555		y		340	1920	2415		œ		510	1705	2440																																							484.6875	0.471207865168539	448.995	1631.875	0.543320105820106	1343.99
fin	Finnish	Tampere	Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic	Kuronen, M. (2000). Vokaluttalets akustik i sverigesvenska, finlandssvenska och finska. Studia Philologica Jyvaskylaensia 49, University of Juvaskyla.	4	Meaningful sentence	Long	No	8	6L2	6	2	i		319	2155	3070	3712	e		468	1838	2904	3667	æ		578	1485	2535	3576	a		595	1287	2349	3462	o		482	1137	2315	3487	u		345	749	2258	3617	y		326	1633	2195	3509	ø		459	1608	2330	3513																																						454	0.485611510791367	427.698	1492.3125	0.528671763869132	1298.746
fin	Finnish	Tampere	Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic	Kuronen, M. (2000). Vokaluttalets akustik i sverigesvenska, finlandssvenska och finska. Studia Philologica Jyvaskylaensia 49, University of Juvaskyla.	4	Meaningful sentence	Short	No	8	6L2	6	2	ɪ		355	2064	2890	3598	ɛ		475	1802	2574	3542	æ		571	1503	2384	3469	a		597	1322	2207	3451	ɔ		488	1292	2230	3431	ʊ		375	831	2343	3407	ʏ		365	1620	2162	3463	ø		466	1551	2377	3496																																						454	0.485611510791367	427.698	1492.3125	0.528671763869132	1298.746
fin	Finnish	Standard	Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic	Savela, J. (1999). Tutkimus komisyrjaanin ja suomen vokaalifoneemien rakenteesta. Sananjalka 41:167-176.	4	Meaningful sentence	?	No	8	6L2	6	2	i		316	2195			e		440	1973			æ		591	1640			ɑ		614	1294			o		461	1000			u		325	815			y		316	1746			ø		440	1661																																								437.875	0.408976510067114	432.518	1540.5	0.525724637681159	1354.58
fin	Finnish	Helsinki	Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic	Iivonen, A. Harnud, H. (2005). Acoustical comparison of the monophthong systems in Finnish, Mongolian and Udmurt. JIPA 35:59-71.	1	Wordlist	Long	No	8	6L2	6	2	i		229	2096			e̞		443	1889			æ		614	1568			ɑ		619	1131			o̞		478	831			u		300	574			y		251	1701			ø̞		436	1588																																								433.8125	0.510754364089776	385.791	1430.75	0.562910643889619	1169.102
fin	Finnish	Helsinki	Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic	Iivonen, A. Harnud, H. (2005). Acoustical comparison of the monophthong systems in Finnish, Mongolian and Udmurt. JIPA 35:59-71.	1	Wordlist	Short	No	8	6R2a	6	2	i		287	1974			ɛ̝		465	1878			æ		630	1568			ɑ		621	1194			ɔ̝		499	879			u		327	843			y		287	1665			œ̝		455	1513																																								433.8125	0.510754364089776	385.791	1430.75	0.562910643889619	1169.102
fla	Montana Salish		Salishan>SouthernInteriorSalish	Flemming, E., Ladefoged, P., Thomason, S. (1994). Phonetic structures of Montana Salish. UCLA WPP 87:1-34.	2	Wordlist	Uniform	No	5	5S0	5	0	i		349	2062	2546		e		510	1738	2396		a		683	1389	2434		o		540	994	2222		u		355	1011	2265																																																									487.4	0.41437125748503	479.594	1438.8	0.416479400749064	1411.588
fmp	Fe'fe'		NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Grassfields>Eastern>Bamileke	Hombert, J.M. (1979). Universals of vowel systems: the case of centralized vowels. Proc. 9th ICPhS 27-32, Copenhagen.	1	Wordlist	Uniform	No	8	6R2a	6	2	i	i	270	2220			e	e̝	320	2280			a	a	920	1630			ɒ	ɒ	640	1070			ɔ	ɔ	600	1000			u	u	290	660			ʉ	ʏ	310	1530			ə	ɘ	350	1500																																								462.5	0.296153846153846	524.15	1486.25	0.510030864197531	1293.42
fod	Foodo		NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North	Anderson-Starwalt, C.G. (2008). The acoustic correlates of ATR harmony in seven- and nine-vowel African languages: a phonetic inquiry into phonological structure. Unpublished PhD Dissertation, University of Texas at Arlington; Anderson-Starwalt, C.G. (p.c.)	2	Carrier sentence	Uniform	Yes	9	9S0	9	0	i		323	2103	XXX		e		437	2064	XXX		ɪ		442	2038	XXX		ɛ		639	1838	XXX		a		862	1441	XXX		ɔ		638	1010	XXX		ʊ		469	853	XXX		o		459	995	XXX		u		365	771	XXX																																	514.888888888889	0.356009070294785	533.749	1457	0.515015015015015	1291.812
fra	French	Standard New	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil	Kim, S.J., Lee, E.Y. (2001). A comparative study of Korean and French vowel systems. Speech sciences 8:53-66.	1	Isolation	Uniform	No	10	7S3a	7	3	i		250	2260			e		380	2240			ɛ		510	1900			a		770	1380			ɔ		500	1000			o		370	870			u		250	820			y		250	1810			ø		370	1420			œ		510	1460																												416	0.319230769230769	453.32	1516	0.483333333333333	1383.04
fra	French	Standard New	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil	Tubach, J.P. (1989). La parole et son traitement automatique. Paris: Masson.	10	Wordlist	Uniform	No	10	7S3a	7	3	i		308	2064	2976	3407	e		365	1961	2644	3362	ɛ		530	1718	2558	3300	a		684	1256	2503	3262	ɔ		531	998	2399	3278	o		383	793	2283	3256	u		315	764	2027	3118	y		300	1750	2120	3145	ø		381	1417	2235	3215	œ		517	1391	2379	3353																										431.4	0.3421875	450.144	1411.2	0.497846153846154	1272.3
fra	French	Standard New	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil	Gendrot, C., Adda-Decker, M. (2005). Impact of duration of F1/F2 formant values of oral vowels: an automatic analysis of large broadcast news corpora in French and German. Proc. 9th Eurospeech – Lisbon, September 2005, pp. 2453-2456. 	15	Running speech	Uniform	No	10	7S3a	7	3	i		310	2005	2784		e		370	1850	2545		ɛ		438	1717	2490		a		557	1444	2438		ɔ		456	1203	2420		o		397	1041	2477		u		371	1105	2470		y		336	1803	2425		ø		384	1474	2405		œ		400	1445	2440																											401.9	0.372064777327935	406.577	1508.7	0.485165975103735	1417.924
fra	French	Standard Old	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil	Guth, G. (1969). Contribution a l'etude de la structure acoustique des voyelles du francais. Travaux de l'institut de phonetique de strasbourg 1:93-110.	3	Isolation	Uniform	No	11	8R3a	8	3	i		250	2130	3250	3850	e		280	1950	2665	3365	ɛ		440	1830	2460	3300	a		530	1180	2350	3160	ɑ		480	930	2530	3400	ɔ		465	815	2765	3430	o		325	800	2900	3400	u		230	850		3290	y		310	1700	2050	3050	ø		400	1300	2200	2800	œ		415	1200	2200	2830																				375	0.483333333333333	347.3	1335	0.402255639097744	1320.03
fra	French	Standard Old	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil	Debrock, M., Forrez, G. (1976). Analyse mathematique des voyelles orales du neerlandes et du francais methode et resultats. Revue de Phonetique Appliquee 37:27-73.	5	Wordlist	Uniform	No	11	8R3a	8	3	i		281	2093	2973		e		355	1927	2550		ɛ		448	1789	2466		a		659	1329	2374		ɑ		618	1159	2189		ɔ		479	1142	2236		o		400	833	2232		u		289	856	2270		y		294	1810	2137		ø		356	1451	2290		œ		489	1381	2272																					424.363636363636	0.379268879268879	428.798	1433.63636363636	0.476695526695527	1325.66
fra	French	Quebec	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil	Martin, P. (2002). Le systeme vocalique du franais du Quebec. De l'acoustique a la phonologie. La Linguistique 38:71-88.	6	Wordlist	Uniform	No	11	8R3a	8	3	i		250	2055			e		345	2020			ɛ		460	1770			a		615	1465			ɑ		605	1165			ɔ		485	1240			o		355	755			u		260	745			y		255	1825			ø		350	1460			œ		450	1525																						402.727272727273	0.418430884184309	392.715	1456.81818181818	0.543372657876475	1257.21
fra	French	Quebec>Chicoutimi-Jonquiere	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil	Paradis, C.C. (1985). An acoustic study of variation and change in the vowel system of Chicoutimi and Jonquire (Quebec). Unpublished PhD Dissertation, University of Pennsylvania.	19	Running speech	Uniform	No	11	8R3a	8	3	i		425	2277			e		450	2212			ɛ		593	1884			a		745	1665			ɑ		636	1185			ɔ		578	1135			o		447	885			u		409	901			y		427	1873			ø		444	1646			œ		587	1561																						521.909090909091	0.336038961038961	540.376	1565.81818181818	0.489093521421108	1429.272
frr	North Frisian	Fering	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Bohn, O.S. (2004). How to organize a fairly large vowel inventory: the vowels of Fering (North Frisian), JIPA 34:161-173; Bohn, O.S. p.c.	10	Wordlist	Short	No	7	5S2a	5	2	ɪ		370	1960	2426		ɛ		515	1755	2401		a		748	1270	2380		ɔ		553	989	2336		ʊ		391	904	2259		ʏ		340	1556	2150		œ		448	1430	2247																																													444.133333333333	0.350712250712251	462.988	1431.13333333333	0.480008924587238	1298.154
frr	North Frisian	Fering	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Bohn, O.S. (2004). How to organize a fairly large vowel inventory: the vowels of Fering (North Frisian), JIPA 34:161-173; Bohn, O.S. p.c.	10	Wordlist	Long	No	8	6L2	6	2	i		280	2208	2817		e		354	2181	2520		ɛ		644	1579	2529		ɒ		687	1050	2522		o		374	714	2555		u		307	761	2367		y		281	1675	2112		ø		370	1435	2177																																							444.133333333333	0.350712250712251	462.988	1431.13333333333	0.480008924587238	1298.154
fry	Frisian	West	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Ferrari-Disner, S. (1983). Vowel Quality: the relation between universal and language specific factors. UCLA WPP 58.	5	Wordlist	Long	No	9	7S2	7	2	i		277	2337			e		347	2060			ɛ		515	1870			a		762	1475			ɔ		557	877			o		420	940			u		320	705			y		280	1797			ø		390	1602																																		429.777777777778	0.315005727376861	466.635	1518.11111111111	0.498229847494553	1343.112
ggu	Gban	N'da	NigerCongo>Mande>Eastern>Southeastern>NwaBen>BenGban	Le Saout, J. (1976). Etude descriptive du Gban (Cote-d'Ivoire) phonetique et phonologie. Paris: SELAF	1	Meaningful sentence	Uniform	No	7	7S0	7	0	i		260	2050	2970	3410	e		340	1960	2630	3400	ɛ		450	1870	2490	3410	a		610	1380	2220		ɔ		480	1100	2230		o		380	960	2120	3240	u		250	890	2000	3230																																												395.714285714286	0.404761904761905	390.76	1458.57142857143	0.490147783251232	1343.56
gla	Scottish Gaelic	Bernera	IndoEuropean>Celtic>Insular>Goidelic	Ladefoged, P., Ladefoged, J., Turk, A., Hind, K., Skilton, J. (1998). Phonetic structures of Scottish Gaelic. JIPA 28:1-41.	7	Wordlist	Long	No	9	7S2	7	2	i		320	2100			e		385	2010			ɛ		440	1910			a		640	1320			ɔ		470	880			o		390	710			u		320	1475			ɯ		370	1630			ɤ		490	1365																																		425	0.328125	445.12	1488.88888888889	0.5603517186251	1253.49
glg	Galician		IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>WesternIberian>PortugueseGalician	Gonzalez, M., Regueira, X.L. (1994). Estudio acusticco das vocais galegas en posicion fonetica normal. Actas do XIX Congreso Internacional de Linguistica e Filoloxia Romanicas VI, 141-181.	7	Carrier sentence	Uniform	No	7	7S0	7	0	i		312	2227			e		418	1899			ɛ		555	1769			a		700	1218			ɔ		538	930			o		424	812			u		318	705																																														466.428571428571	0.398011782032401	463.708	1365.71428571429	0.434109254740004	1300.102
gug	Paraguayan Guarani		Tupian>TupiGuarani	Miotti, R. (2008). Analisi acustico-uditiva del vocalismo orale del guarani. Aspetti temporale e timbrico. Quaderni di lingue e letterature straniere 33:119-136.	3	Wordlist	Uniform	No	6	5S1	5	1	i		280	2270	2865		e		420	2030	2470		a		720	1365	2340		o		420	890	2400		u		300	840	2375		ɯ		325	1500	2300																																																			410.833333333333	0.297348484848485	452.04	1482.5	0.449300699300699	1399.13
guj	Gujarati		IndoEuropean>IndoIranian>IndoAryan>Western	Dave, R. (1968). A formant analysis of the clear, nasalized and murmured vowels in Gujarati. ARIPUC 2:119-132.	3	Wordlist	Uniform	No	7	6L1	6	1	i		261	2339	3000	3741	e		436	1992	2644	3572	ɛ		514	2051	2875	3477	a		780	1248	2527	3544	o		454	856	2509	3529	u		291	945	2514	3512	ə		547	1392	2262	3528																																												469	0.400770712909441	463.929	1546.14285714286	0.465369424910895	1435.853
guj	Gujarati		IndoEuropean>IndoIranian>IndoAryan>Western	Dave, R. (1977). Studies in Gujarati phonology and phonetics. Unpublished PhD dissertation, Cornell University.	3	Isolation	Uniform	No	7	6L1	6	1	i		243	2400	3100	3708	e		385	2167	2767	3700	ɛ						a		818	1293	2417	3242	o		433	825	2600	3100	u		297	683	2600		ə		603	1083	2575	3583																																												463.166666666667	0.382898550724638	467.825	1408.5	0.422539312754805	1354.347
guk	Gumuz		NiloSaharan>Komuz	Pearce, M. (2008). Vowel harmony domains and vowel undershoot. UCLWPL 20:115-140.	1	Running speech	Uniform	No	6	5S1	5	1	i		360	1965			e		520	1755			a		650	1400			o		460	945			u		360	820			ɨ		445	1655																																																				465.833333333333	0.364942528735632	473.39	1423.33333333333	0.526928675400291	1267.695
gup	Kunwinjku		Australian>Gunwingguan	Fletcher, J., Stoakes, H., Loakes, D., Butcher, A. (2007). Spectral and durational properties of vowels in Kunwinjku. Proc. 16th ICPhS 937-940. Saarbruecken; Fletcher, J. (p.c.).	3	Carrier sentence	Uniform	No	5	5S0	5	0	i		339	2151	2781	3890	e		477	1909	2640	3813	a		611	1471	2627	3730	o		478	1050	2731	3662	u		389	1079	2989	3829																																																								458.8	0.440441176470588	445.352	1532	0.437783832879201	1480.491
